"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"ko01051"	"Biosynthesis of ansamycins"	"1/858"	"1/3833"	0.223845551787112	0.999993806892627	0.933008575808911	"CP1g1189"	1
"ko01503"	NA	"1/858"	"1/3833"	0.223845551787112	0.999993806892627	0.933008575808911	"CP4g3712"	1
"ko05168"	NA	"13/858"	"47/3833"	0.237918008680533	0.999993806892627	0.933008575808911	"CP1g1318/CP1g65/CP2g2196/CP14g9549/CP9g7683/CP4g4462/CP2g2366/CP8g6666/CP9g7367/CP4g4512/CP6g5896/CP4g4398/CP3g2916"	13
"ko04066"	"HIF-1 signaling pathway"	"12/858"	"43/3833"	0.239813400811645	0.999993806892627	0.933008575808911	"CP3g2793/CP5g5070/CP12g8877/CP11g7938/CP14g9537/CP12g8974/CP9g7739/CP5g4996/CP4g4524/CP10g8494/CP1g646/CP4g3611"	12
"ko04072"	"Phospholipase D signaling pathway"	"7/858"	"23/3833"	0.241177716078246	0.999993806892627	0.933008575808911	"CP11g7992/CP13g9110/CP2g1542/CP6g5810/CP2g1541/CP2g2367/CP3g3560"	7
"ko04970"	"Salivary secretion"	"7/858"	"23/3833"	0.241177716078246	0.999993806892627	0.933008575808911	"CP12g8761/CP2g1650/CP15g9930/CP2g1952/CP10g8367/CP3g3264/CP4g3695"	7
"ko03040"	"Spliceosome"	"36/858"	"146/3833"	0.280270861354375	0.999993806892627	0.933008575808911	"CP14g9583/CP5g5068/CP8g6399/CP5g5069/CP3g2771/CP4g4262/CP7g7192/CP1g72/CP3g2663/CP11g7915/CP14g9549/CP7g7190/CP3g2872/CP1g987/CP4g4462/CP2g2366/CP4g3779/CP4g4249/CP8g6456/CP14g9578/CP1g775/CP9g7560/CP2g2237/CP9g7744/CP9g7626/CP6g5752/CP1g1069/CP4g3592/CP11g7814/CP3g2600/CP4g4398/CP4g4112/CP5g4982/CP9g7576/CP7g7193/CP2g1784"	36
"ko00440"	"Phosphonate and phosphinate metabolism"	"2/858"	"5/3833"	0.312128250893628	0.999993806892627	0.933008575808911	"CP5g5046/CP6g6078"	2
"ko00531"	"Glycosaminoglycan degradation"	"2/858"	"5/3833"	0.312128250893628	0.999993806892627	0.933008575808911	"CP7g7084/CP8g6427"	2
"ko04392"	"Hippo signaling pathway - multiple species"	"2/858"	"5/3833"	0.312128250893628	0.999993806892627	0.933008575808911	"CP3g3202/CP3g3067"	2
"ko04662"	"B cell receptor signaling pathway"	"2/858"	"5/3833"	0.312128250893628	0.999993806892627	0.933008575808911	"CP7g7212/CP14g9339"	2
"ko04071"	"Sphingolipid signaling pathway"	"8/858"	"29/3833"	0.314670321277263	0.999993806892627	0.933008575808911	"CP11g7879/CP11g7804/CP3g3575/CP3g3434/CP11g7880/CP6g5831/CP2g2367/CP5g4844"	8
"ko00061"	"Fatty acid biosynthesis"	"13/858"	"50/3833"	0.318934710197924	0.999993806892627	0.933008575808911	"CP6g5773/CP6g6080/CP14g9429/CP14g9353/CP3g3448/CP2g2114/CP10g8560/CP1g17/CP3g2881/CP11g7888/CP8g6483/CP15g9884/CP8g6188"	13
"ko05167"	NA	"7/858"	"25/3833"	0.319214489185803	0.999993806892627	0.933008575808911	"CP3g2885/CP1g719/CP7g7212/CP4g3785/CP10g8367/CP6g5815/CP14g9339"	7
"ko04727"	"GABAergic synapse"	"6/858"	"21/3833"	0.32338701803181	0.999993806892627	0.933008575808911	"CP7g6693/CP4g3785/CP2g2270/CP3g3106/CP14g9643/CP3g3412"	6
"ko00930"	"Caprolactam degradation"	"3/858"	"9/3833"	0.326300173988267	0.999993806892627	0.933008575808911	"CP2g2099/CP2g2098/CP9g7414"	3
"ko00062"	"Fatty acid elongation"	"5/858"	"17/3833"	0.326782367992128	0.999993806892627	0.933008575808911	"CP2g2099/CP2g2098/CP4g4102/CP2g2114/CP1g174"	5
"ko05160"	NA	"5/858"	"17/3833"	0.326782367992128	0.999993806892627	0.933008575808911	"CP1g1318/CP4g4075/CP7g7212/CP3g3434/CP6g5815"	5
"ko05162"	NA	"10/858"	"38/3833"	0.337898910602858	0.999993806892627	0.933008575808911	"CP1g1318/CP1g983/CP2g2196/CP10g8501/CP7g7212/CP9g7626/CP3g2916/CP2g1841/CP9g7576/CP2g1784"	10
"ko00480"	"Glutathione metabolism"	"14/858"	"55/3833"	0.340300665587244	0.999993806892627	0.933008575808911	"CP2g2371/CP4g4323/CP6g5569/CP1g160/CP5g5228/CP14g9591/CP13g9066/CP1g81/CP2g2571/CP5g5124/CP10g8412/CP4g3585/CP7g6932/CP2g1989"	14
"ko04721"	"Synaptic vesicle cycle"	"9/858"	"34/3833"	0.344819350118839	0.999993806892627	0.933008575808911	"CP11g7992/CP16g10058/CP13g9110/CP2g2270/CP5g5064/CP1g418/CP2g1756/CP3g3234/CP6g5754"	9
"ko00400"	"Phenylalanine, tyrosine and tryptophan biosynthesis"	"7/858"	"26/3833"	0.359775355051771	0.999993806892627	0.933008575808911	"CP7g7133/CP4g4157/CP6g5903/CP4g3957/CP4g3958/CP1g103/CP1g958"	7
"ko02020"	"Two-component system"	"7/858"	"26/3833"	0.359775355051771	0.999993806892627	0.933008575808911	"CP3g3554/CP7g6693/CP3g3239/CP7g6953/CP9g7689/CP1g1455/CP3g3106"	7
"ko00340"	"Histidine metabolism"	"5/858"	"18/3833"	0.376502711503356	0.999993806892627	0.933008575808911	"CP4g3970/CP1g39/CP6g5817/CP13g9099/CP14g9609"	5
"ko04972"	"Pancreatic secretion"	"5/858"	"18/3833"	0.376502711503356	0.999993806892627	0.933008575808911	"CP2g1650/CP15g9930/CP2g1952/CP3g3264/CP4g3695"	5
"ko04910"	"Insulin signaling pathway"	"12/858"	"48/3833"	0.385103208074455	0.999993806892627	0.933008575808911	"CP3g2793/CP7g7212/CP13g8998/CP11g7978/CP11g7938/CP3g3143/CP2g1806/CP9g7683/CP4g3943/CP2g2103/CP5g4944/CP10g8367"	12
"ko05100"	NA	"4/858"	"14/3833"	0.385577182183748	0.999993806892627	0.933008575808911	"CP11g7992/CP13g9110/CP3g3234/CP1g104"	4
"ko00261"	"Monobactam biosynthesis"	"3/858"	"10/3833"	0.394896369643264	0.999993806892627	0.933008575808911	"CP7g6996/CP1g1433/CP6g5789"	3
"ko04340"	"Hedgehog signaling pathway"	"3/858"	"10/3833"	0.394896369643264	0.999993806892627	0.933008575808911	"CP3g3067/CP7g7212/CP7g6846"	3
"ko00073"	"Cutin, suberine and wax biosynthesis"	"1/858"	"2/3833"	0.397629611433943	0.999993806892627	0.933008575808911	"CP5g4674"	1
"ko00626"	"Naphthalene degradation"	"1/858"	"2/3833"	0.397629611433943	0.999993806892627	0.933008575808911	"CP3g2759"	1
"ko04917"	"Prolactin signaling pathway"	"1/858"	"2/3833"	0.397629611433943	0.999993806892627	0.933008575808911	"CP7g7212"	1
"ko05230"	NA	"7/858"	"27/3833"	0.400717644347737	0.999993806892627	0.933008575808911	"CP3g3075/CP12g8877/CP14g9537/CP14g9591/CP1g81/CP4g4524/CP10g8412"	7
"ko00541"	"O-Antigen nucleotide sugar biosynthesis"	"2/858"	"6/3833"	0.40311480585654	0.999993806892627	0.933008575808911	"CP5g5391/CP2g1904"	2
"ko00260"	"Glycine, serine and threonine metabolism"	"13/858"	"53/3833"	0.405414014690551	0.999993806892627	0.933008575808911	"CP8g6511/CP3g3282/CP5g5012/CP3g2747/CP2g2023/CP11g7876/CP9g7627/CP10g8508/CP3g2762/CP1g1152/CP11g8167/CP6g5789/CP1g958"	13
"ko00650"	"Butanoate metabolism"	"6/858"	"23/3833"	0.412623129908826	0.999993806892627	0.933008575808911	"CP2g2099/CP2g2098/CP2g2303/CP11g8059/CP1g511/CP3g3412"	6
"ko04139"	"Mitophagy - yeast"	"6/858"	"23/3833"	0.412623129908826	0.999993806892627	0.933008575808911	"CP10g8501/CP3g3392/CP4g3785/CP2g1542/CP6g5810/CP2g1541"	6
"ko04218"	"Cellular senescence"	"12/858"	"49/3833"	0.415589836233408	0.999993806892627	0.933008575808911	"CP12g8766/CP5g4919/CP7g6795/CP3g3009/CP9g7683/CP14g9561/CP10g8367/CP1g965/CP6g5815/CP14g9339/CP11g8165/CP6g5912"	12
"ko00562"	"Inositol phosphate metabolism"	"9/858"	"36/3833"	0.415844790772057	0.999993806892627	0.933008575808911	"CP6g5890/CP1g404/CP3g2574/CP2g1542/CP4g4403/CP13g9017/CP6g5810/CP2g1541/CP11g7838"	9
"ko00040"	"Pentose and glucuronate interconversions"	"5/858"	"19/3833"	0.426135548699473	0.999993806892627	0.933008575808911	"CP5g5391/CP1g682/CP1g1456/CP11g7823/CP9g7414"	5
"ko00770"	"Pantothenate and CoA biosynthesis"	"8/858"	"32/3833"	0.42802044161399	0.999993806892627	0.933008575808911	"CP8g6597/CP2g2303/CP9g7229/CP1g92/CP2g1812/CP1g549/CP13g9099/CP14g9609"	8
"ko03320"	"PPAR signaling pathway"	"8/858"	"32/3833"	0.42802044161399	0.999993806892627	0.933008575808911	"CP3g3031/CP6g5773/CP5g4861/CP2g2390/CP3g2881/CP3g3299/CP10g8399/CP1g511"	8
"ko00300"	"Lysine biosynthesis"	"4/858"	"15/3833"	0.441961363064565	0.999993806892627	0.933008575808911	"CP3g3386/CP5g4819/CP3g3387/CP6g5789"	4
"ko00980"	"Metabolism of xenobiotics by cytochrome P450"	"4/858"	"15/3833"	0.441961363064565	0.999993806892627	0.933008575808911	"CP2g2371/CP4g4323/CP8g6457/CP3g2759"	4
"ko00333"	"Prodigiosin biosynthesis"	"3/858"	"11/3833"	0.46146500314576	0.999993806892627	0.933008575808911	"CP14g9353/CP1g17/CP8g6483"	3
"ko02026"	"Biofilm formation - Escherichia coli"	"3/858"	"11/3833"	0.46146500314576	0.999993806892627	0.933008575808911	"CP1g869/CP3g3143/CP4g3943"	3
"ko04922"	"Glucagon signaling pathway"	"15/858"	"64/3833"	0.46828285251163	0.999993806892627	0.933008575808911	"CP3g3075/CP10g8411/CP13g8998/CP11g7978/CP12g8877/CP3g3143/CP14g9537/CP2g1806/CP4g3943/CP2g1801/CP2g2103/CP5g4944/CP4g4524/CP10g8367/CP14g9339"	15
"ko04666"	"Fc gamma R-mediated phagocytosis"	"5/858"	"20/3833"	0.474943340830505	0.999993806892627	0.933008575808911	"CP2g1542/CP1g104/CP6g5810/CP2g1541/CP2g2367"	5
"ko04978"	"Mineral absorption"	"5/858"	"20/3833"	0.474943340830505	0.999993806892627	0.933008575808911	"CP2g1650/CP5g5005/CP3g2801/CP11g8039/CP11g8104"	5
"ko04214"	"Apoptosis - fly"	"7/858"	"29/3833"	0.481970510293621	0.999993806892627	0.933008575808911	"CP1g372/CP3g3392/CP3g3505/CP3g3464/CP9g7241/CP2g1733/CP13g9223"	7
"ko00627"	"Aminobenzoate degradation"	"2/858"	"7/3833"	0.487877091133198	0.999993806892627	0.933008575808911	"CP2g2099/CP2g2098"	2
"ko04964"	"Proximal tubule bicarbonate reclamation"	"2/858"	"7/3833"	0.487877091133198	0.999993806892627	0.933008575808911	"CP2g1650/CP14g9675"	2
"ko00830"	"Retinol metabolism"	"4/858"	"16/3833"	0.496676761221566	0.999993806892627	0.933008575808911	"CP4g4049/CP3g2759/CP4g4242/CP1g563"	4
"ko05204"	NA	"4/858"	"16/3833"	0.496676761221566	0.999993806892627	0.933008575808911	"CP2g2371/CP4g4323/CP8g6457/CP3g2759"	4
"ko00410"	"beta-Alanine metabolism"	"8/858"	"34/3833"	0.503024263509887	0.999993806892627	0.933008575808911	"CP2g2099/CP2g2098/CP5g4861/CP10g8399/CP4g4402/CP13g9099/CP3g3412/CP14g9609"	8
"ko00906"	"Carotenoid biosynthesis"	"8/858"	"34/3833"	0.503024263509887	0.999993806892627	0.933008575808911	"CP9g7590/CP8g6554/CP9g7740/CP14g9611/CP16g10041/CP2g2090/CP1g671/CP4g3939"	8
"ko04216"	"Ferroptosis"	"5/858"	"21/3833"	0.522304691705096	0.999993806892627	0.933008575808911	"CP7g6795/CP6g5773/CP5g5005/CP3g2881/CP11g8039"	5
"ko04810"	"Regulation of actin cytoskeleton"	"5/858"	"21/3833"	0.522304691705096	0.999993806892627	0.933008575808911	"CP9g7683/CP2g1542/CP1g104/CP6g5810/CP2g1541"	5
"ko05132"	NA	"23/858"	"102/3833"	0.523486777427091	0.999993806892627	0.933008575808911	"CP6g6020/CP2g2196/CP3g2653/CP9g7667/CP1g207/CP6g6147/CP6g5990/CP4g4525/CP6g6142/CP5g4996/CP4g3864/CP1g1065/CP3g3066/CP2g2085/CP10g8361/CP10g8438/CP15g9963/CP1g104/CP3g2916/CP12g8691/CP3g2643/CP1g1068/CP7g6895"	23
"ko04341"	"Hedgehog signaling pathway - fly"	"3/858"	"12/3833"	0.524625666312831	0.999993806892627	0.933008575808911	"CP6g6020/CP3g3067/CP7g7212"	3
"ko04966"	"Collecting duct acid secretion"	"3/858"	"12/3833"	0.524625666312831	0.999993806892627	0.933008575808911	"CP5g5064/CP2g1756/CP6g5754"	3
"ko00254"	"Aflatoxin biosynthesis"	"1/858"	"3/3833"	0.532537936516083	0.999993806892627	0.933008575808911	"CP4g3631"	1
"ko00332"	"Carbapenem biosynthesis"	"1/858"	"3/3833"	0.532537936516083	0.999993806892627	0.933008575808911	"CP14g9503"	1
"ko04080"	"Neuroactive ligand-receptor interaction"	"1/858"	"3/3833"	0.532537936516083	0.999993806892627	0.933008575808911	"CP3g3464"	1
"ko04550"	"Signaling pathways regulating pluripotency of stem cells"	"1/858"	"3/3833"	0.532537936516083	0.999993806892627	0.933008575808911	"CP7g7212"	1
"ko05219"	NA	"1/858"	"3/3833"	0.532537936516083	0.999993806892627	0.933008575808911	"CP6g5815"	1
"ko03013"	"RNA transport"	"30/858"	"134/3833"	0.534441696933387	0.999993806892627	0.933008575808911	"CP1g1318/CP1g1235/CP1g983/CP6g5813/CP3g2793/CP2g2424/CP1g65/CP9g7462/CP6g5812/CP6g5494/CP7g7192/CP3g3216/CP5g4786/CP3g2663/CP7g7190/CP3g3219/CP3g3325/CP2g2366/CP8g6666/CP4g3673/CP14g9558/CP9g7367/CP4g4512/CP4g4154/CP6g5896/CP2g2500/CP2g1733/CP14g9501/CP10g8502/CP7g7193"	30
"ko00790"	"Folate biosynthesis"	"6/858"	"26/3833"	0.542718189969309	0.999993806892627	0.933008575808911	"CP4g4088/CP8g6457/CP9g7412/CP14g9643/CP8g6669/CP3g3324"	6
"ko00290"	"Valine, leucine and isoleucine biosynthesis"	"4/858"	"17/3833"	0.548951959138316	0.999993806892627	0.933008575808911	"CP8g6597/CP2g2303/CP1g92/CP10g8611"	4
"ko04710"	"Circadian rhythm"	"4/858"	"17/3833"	0.548951959138316	0.999993806892627	0.933008575808911	"CP6g6020/CP3g3067/CP13g8998/CP2g1806"	4
"ko05231"	NA	"4/858"	"17/3833"	0.548951959138316	0.999993806892627	0.933008575808911	"CP5g5046/CP2g1542/CP6g5810/CP2g1541"	4
"ko00860"	"Porphyrin and chlorophyll metabolism"	"14/858"	"63/3833"	0.562248783720041	0.999993806892627	0.933008575808911	"CP6g5493/CP7g7010/CP3g2590/CP16g10032/CP5g4612/CP11g8047/CP13g9007/CP11g7866/CP1g331/CP1g217/CP5g4879/CP7g7072/CP8g6318/CP8g6404"	14
"ko00660"	"C5-Branched dibasic acid metabolism"	"2/858"	"8/3833"	0.564641680386627	0.999993806892627	0.933008575808911	"CP2g2303/CP10g8611"	2
"ko04360"	"Axon guidance"	"2/858"	"8/3833"	0.564641680386627	0.999993806892627	0.933008575808911	"CP7g7212/CP14g9339"	2
"ko04370"	"VEGF signaling pathway"	"2/858"	"8/3833"	0.564641680386627	0.999993806892627	0.933008575808911	"CP2g2367/CP14g9339"	2
"ko04659"	"Th17 cell differentiation"	"2/858"	"8/3833"	0.564641680386627	0.999993806892627	0.933008575808911	"CP2g2085/CP14g9339"	2
"ko05235"	NA	"2/858"	"8/3833"	0.564641680386627	0.999993806892627	0.933008575808911	"CP10g8501/CP14g9339"	2
"ko05110"	NA	"5/858"	"22/3833"	0.567718354164147	0.999993806892627	0.933008575808911	"CP5g5064/CP4g4498/CP2g1756/CP6g5754/CP6g5986"	5
"ko04510"	"Focal adhesion"	"8/858"	"36/3833"	0.574716553690358	0.999993806892627	0.933008575808911	"CP4g3969/CP7g7212/CP9g7683/CP10g8566/CP2g1542/CP6g5810/CP2g1541/CP4g3786"	8
"ko05120"	NA	"3/858"	"13/3833"	0.583458807465472	0.999993806892627	0.933008575808911	"CP5g5064/CP2g1756/CP6g5754"	3
"ko04211"	"Longevity regulating pathway"	"9/858"	"41/3833"	0.587921821115419	0.999993806892627	0.933008575808911	"CP3g2793/CP10g8411/CP13g8998/CP2g1806/CP1g627/CP2g1801/CP7g7126/CP6g5547/CP1g1297"	9
"ko00230"	"Purine metabolism"	"21/858"	"96/3833"	0.588799107972252	0.999993806892627	0.933008575808911	"CP7g6996/CP5g5221/CP3g3075/CP11g7750/CP1g1086/CP7g6929/CP13g9329/CP9g7459/CP1g383/CP12g8821/CP5g5388/CP4g4298/CP1g53/CP10g8625/CP5g5302/CP1g1185/CP1g549/CP4g4264/CP1g1433/CP7g6932/CP11g7899"	21
"ko04068"	"FoxO signaling pathway"	"7/858"	"32/3833"	0.596761331656828	0.999993806892627	0.933008575808911	"CP3g3067/CP13g8998/CP2g1806/CP1g627/CP4g3785/CP6g5547/CP1g1297"	7
"ko04931"	NA	"7/858"	"32/3833"	0.596761331656828	0.999993806892627	0.933008575808911	"CP7g7212/CP13g8998/CP3g3143/CP2g1806/CP9g7683/CP4g3943/CP1g1355"	7
"ko05166"	NA	"13/858"	"60/3833"	0.60417515159581	0.999993806892627	0.933008575808911	"CP10g8411/CP3g3354/CP7g6795/CP1g1312/CP2g1801/CP3g3464/CP5g5216/CP5g5123/CP14g9501/CP1g965/CP6g5815/CP14g9339/CP6g5912"	13
"ko05140"	NA	"5/858"	"23/3833"	0.610800360901735	0.999993806892627	0.933008575808911	"CP6g5813/CP9g7462/CP2g2196/CP6g5812/CP3g2916"	5
"ko04626"	"Plant-pathogen interaction"	"15/858"	"70/3833"	0.623558666946468	0.999993806892627	0.933008575808911	"CP4g4415/CP3g3222/CP4g3663/CP1g1064/CP6g5577/CP4g4102/CP8g6424/CP10g8367/CP2g2085/CP11g8190/CP3g3249/CP2g2294/CP3g3480/CP11g7857/CP4g4087"	15
"ko05145"	NA	"10/858"	"47/3833"	0.629507316051115	0.999993806892627	0.933008575808911	"CP4g4415/CP2g2196/CP8g6424/CP9g7626/CP3g2916/CP3g3249/CP2g2294/CP9g7576/CP2g1784/CP4g4087"	10
"ko00760"	"Nicotinate and nicotinamide metabolism"	"7/858"	"33/3833"	0.632020265332021	0.999993806892627	0.933008575808911	"CP3g3130/CP4g3662/CP15g9853/CP3g3487/CP1g1185/CP1g549/CP1g480"	7
"ko05135"	NA	"7/858"	"33/3833"	0.632020265332021	0.999993806892627	0.933008575808911	"CP2g2196/CP7g7212/CP2g1542/CP1g104/CP3g2916/CP6g5810/CP2g1541"	7
"ko04625"	"C-type lectin receptor signaling pathway"	"2/858"	"9/3833"	0.632739253643301	0.999993806892627	0.933008575808911	"CP10g8367/CP14g9339"	2
"ko04979"	"Cholesterol metabolism"	"2/858"	"9/3833"	0.632739253643301	0.999993806892627	0.933008575808911	"CP7g6795/CP3g3464"	2
"ko00072"	"Synthesis and degradation of ketone bodies"	"1/858"	"4/3833"	0.637259202957128	0.999993806892627	0.933008575808911	"CP1g511"	1
"ko00604"	"Glycosphingolipid biosynthesis - ganglio series"	"1/858"	"4/3833"	0.637259202957128	0.999993806892627	0.933008575808911	"CP7g7084"	1
"ko02040"	"Flagellar assembly"	"1/858"	"4/3833"	0.637259202957128	0.999993806892627	0.933008575808911	"CP2g1877"	1
"ko04960"	"Aldosterone-regulated sodium reabsorption"	"1/858"	"4/3833"	0.637259202957128	0.999993806892627	0.933008575808911	"CP2g1650"	1
"ko05033"	NA	"1/858"	"4/3833"	0.637259202957128	0.999993806892627	0.933008575808911	"CP2g2270"	1
"ko05143"	NA	"1/858"	"4/3833"	0.637259202957128	0.999993806892627	0.933008575808911	"CP15g9772"	1
"ko00563"	"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"3/858"	"14/3833"	0.637426523451397	0.999993806892627	0.933008575808911	"CP5g5299/CP4g3973/CP14g9401"	3
"ko00982"	"Drug metabolism - cytochrome P450"	"3/858"	"14/3833"	0.637426523451397	0.999993806892627	0.933008575808911	"CP2g2371/CP4g4323/CP3g2759"	3
"ko05131"	NA	"11/858"	"52/3833"	0.638718779136412	0.999993806892627	0.933008575808911	"CP6g6020/CP6g6008/CP3g2885/CP1g719/CP7g7212/CP2g2415/CP3g2698/CP4g3785/CP10g8435/CP1g104/CP13g9193"	11
"ko05017"	NA	"17/858"	"80/3833"	0.64073802589891	0.999993806892627	0.933008575808911	"CP1g955/CP2g1727/CP7g6795/CP2g2387/CP2g2361/CP2g2282/CP5g5123/CP11g7885/CP10g8435/CP6g5613/CP2g1837/CP4g4129/CP5g5147/CP6g5581/CP4g4065/CP6g5912/CP12g8771"	17
"ko04210"	"Apoptosis"	"4/858"	"19/3833"	0.644113205827994	0.999993806892627	0.933008575808911	"CP1g1318/CP1g207/CP5g5296/CP2g2033"	4
"ko04961"	"Endocrine and other factor-regulated calcium reabsorption"	"4/858"	"19/3833"	0.644113205827994	0.999993806892627	0.933008575808911	"CP11g7992/CP13g9110/CP2g1650/CP3g3234"	4
"ko04920"	"Adipocytokine signaling pathway"	"5/858"	"24/3833"	0.651276260338538	0.999993806892627	0.933008575808911	"CP13g8998/CP6g5773/CP2g1806/CP7g7126/CP3g2881"	5
"ko05163"	NA	"6/858"	"29/3833"	0.658448475549649	0.999993806892627	0.933008575808911	"CP10g8411/CP7g7212/CP2g1801/CP10g8367/CP6g5815/CP14g9339"	6
"ko03022"	"Basal transcription factors"	"7/858"	"34/3833"	0.665463673211833	0.999993806892627	0.933008575808911	"CP11g7998/CP11g8084/CP4g3955/CP5g5123/CP7g6744/CP1g990/CP4g4509"	7
"ko04728"	"Dopaminergic synapse"	"7/858"	"34/3833"	0.665463673211833	0.999993806892627	0.933008575808911	"CP10g8411/CP7g7212/CP9g7683/CP2g1801/CP3g3575/CP3g3434/CP10g8367"	7
"ko04022"	"cGMP-PKG signaling pathway"	"8/858"	"39/3833"	0.672262114926073	0.999993806892627	0.933008575808911	"CP10g8411/CP2g1650/CP7g6795/CP9g7683/CP2g1801/CP10g8367/CP14g9339/CP6g5912"	8
"ko04213"	"Longevity regulating pathway - multiple species"	"8/858"	"39/3833"	0.672262114926073	0.999993806892627	0.933008575808911	"CP13g8998/CP2g1806/CP1g627/CP6g5547/CP1g1297/CP9g7626/CP9g7576/CP2g1784"	8
"ko04724"	"Glutamatergic synapse"	"3/858"	"15/3833"	0.686292813548105	0.999993806892627	0.933008575808911	"CP7g6693/CP3g3106/CP14g9339"	3
"ko00450"	"Selenocompound metabolism"	"4/858"	"20/3833"	0.686405672077365	0.999993806892627	0.933008575808911	"CP4g4017/CP7g6996/CP1g1433/CP3g3025"	4
"ko04911"	"Insulin secretion"	"4/858"	"20/3833"	0.686405672077365	0.999993806892627	0.933008575808911	"CP10g8411/CP2g1650/CP2g1801/CP1g418"	4
"ko05323"	NA	"4/858"	"20/3833"	0.686405672077365	0.999993806892627	0.933008575808911	"CP5g5064/CP2g1756/CP2g2033/CP6g5754"	4
"ko00460"	"Cyanoamino acid metabolism"	"2/858"	"10/3833"	0.69219997464331	0.999993806892627	0.933008575808911	"CP3g3415/CP2g2571"	2
"ko00521"	"Streptomycin biosynthesis"	"2/858"	"10/3833"	0.69219997464331	0.999993806892627	0.933008575808911	"CP1g404/CP4g4298"	2
"ko04660"	"T cell receptor signaling pathway"	"2/858"	"10/3833"	0.69219997464331	0.999993806892627	0.933008575808911	"CP7g7212/CP14g9339"	2
"ko04971"	"Gastric acid secretion"	"2/858"	"10/3833"	0.69219997464331	0.999993806892627	0.933008575808911	"CP2g1650/CP10g8367"	2
"ko03015"	"mRNA surveillance pathway"	"15/858"	"73/3833"	0.692437174320549	0.999993806892627	0.933008575808911	"CP1g1235/CP7g7192/CP3g2663/CP7g7190/CP3g3325/CP4g3975/CP9g7683/CP2g2366/CP3g3575/CP1g1075/CP3g3434/CP4g4154/CP1g197/CP10g8502/CP7g7193"	15
"ko04530"	"Tight junction"	"6/858"	"30/3833"	0.692686314234967	0.999993806892627	0.933008575808911	"CP13g8998/CP1g207/CP2g1806/CP3g3434/CP1g1102/CP1g104"	6
"ko04934"	NA	"7/858"	"35/3833"	0.696976662143218	0.999993806892627	0.933008575808911	"CP10g8411/CP7g7212/CP1g1454/CP2g1801/CP6g5728/CP6g5815/CP15g9965"	7
"ko00561"	"Glycerolipid metabolism"	"9/858"	"45/3833"	0.706255034364751	0.999993806892627	0.933008575808911	"CP5g4572/CP7g6690/CP1g1276/CP14g9442/CP1g1534/CP3g3560/CP13g9099/CP9g7414/CP14g9609"	9
"ko04075"	"Plant hormone signal transduction"	"11/858"	"55/3833"	0.715722895906707	0.999993806892627	0.933008575808911	"CP3g2972/CP6g5432/CP9g7501/CP8g6445/CP6g5760/CP5g4626/CP3g2753/CP9g7316/CP1g1437/CP5g5367/CP13g9232"	11
"ko00140"	"Steroid hormone biosynthesis"	"1/858"	"5/3833"	0.718541940973002	0.999993806892627	0.933008575808911	"CP1g174"	1
"ko00785"	"Lipoic acid metabolism"	"1/858"	"5/3833"	0.718541940973002	0.999993806892627	0.933008575808911	"CP2g2101"	1
"ko04062"	"Chemokine signaling pathway"	"1/858"	"5/3833"	0.718541940973002	0.999993806892627	0.933008575808911	"CP7g7212"	1
"ko04614"	"Renin-angiotensin system"	"1/858"	"5/3833"	0.718541940973002	0.999993806892627	0.933008575808911	"CP15g9772"	1
"ko04650"	"Natural killer cell mediated cytotoxicity"	"1/858"	"5/3833"	0.718541940973002	0.999993806892627	0.933008575808911	"CP14g9339"	1
"ko04744"	"Phototransduction"	"1/858"	"5/3833"	0.718541940973002	0.999993806892627	0.933008575808911	"CP10g8367"	1
"ko04722"	"Neurotrophin signaling pathway"	"5/858"	"26/3833"	0.72379207279675	0.999993806892627	0.933008575808911	"CP4g4075/CP2g2196/CP7g7212/CP10g8367/CP3g2916"	5
"ko05206"	NA	"6/858"	"31/3833"	0.72456720678097	0.999993806892627	0.933008575808911	"CP4g4453/CP4g3692/CP4g4410/CP6g5815/CP5g4844/CP4g3693"	6
"ko04261"	"Adrenergic signaling in cardiomyocytes"	"7/858"	"36/3833"	0.726487722804254	0.999993806892627	0.933008575808911	"CP10g8411/CP2g1650/CP9g7683/CP2g1801/CP3g3575/CP3g3434/CP10g8367"	7
"ko05215"	NA	"3/858"	"16/3833"	0.730050364084999	0.999993806892627	0.933008575808911	"CP7g7212/CP2g2085/CP6g5815"	3
"ko04540"	"Gap junction"	"2/858"	"11/3833"	0.743474412753877	0.999993806892627	0.933008575808911	"CP1g207/CP4g3864"	2
"ko04916"	"Melanogenesis"	"2/858"	"11/3833"	0.743474412753877	0.999993806892627	0.933008575808911	"CP7g7212/CP10g8367"	2
"ko05410"	NA	"2/858"	"11/3833"	0.743474412753877	0.999993806892627	0.933008575808911	"CP13g8998/CP2g1806"	2
"ko00310"	"Lysine degradation"	"6/858"	"32/3833"	0.754060870271157	0.999993806892627	0.933008575808911	"CP2g2099/CP2g2098/CP16g10119/CP9g7627/CP13g9099/CP14g9609"	6
"ko04371"	"Apelin signaling pathway"	"6/858"	"32/3833"	0.754060870271157	0.999993806892627	0.933008575808911	"CP13g8998/CP11g7938/CP2g1806/CP4g3785/CP10g8367/CP2g2367"	6
